Sexo	Edad	Relación con la actividad económica	Periodo	Total
Mujeres	De 30 a 34 años	Ocupados	2019	987,2
Mujeres	De 30 a 34 años	Ocupados	2018	986
Mujeres	De 30 a 34 años	Ocupados	2017	1.002,1
Mujeres	De 30 a 34 años	Ocupados	2016	1.020,1
Mujeres	De 30 a 34 años	Ocupados	2015	1.061,7
Mujeres	De 30 a 34 años	Ocupados	2014	1.093,6
Mujeres	De 30 a 34 años	Ocupados	2013	1.131,7
Mujeres	De 30 a 34 años	Ocupados	2012	1.207,3
Mujeres	De 30 a 34 años	Ocupados	2011	1.287,4
Mujeres	De 30 a 34 años	Ocupados	2010	1.335,3
Mujeres	De 30 a 34 años	Ocupados	2009	1.365,8
Mujeres	De 30 a 34 años	Ocupados	2008	1.426,4
Mujeres	De 30 a 34 años	Ocupados	2007	1.400,3
Mujeres	De 30 a 34 años	Ocupados	2006	1.327,1
Mujeres	De 30 a 34 años	Parados	2024	139,1
Mujeres	De 30 a 34 años	Parados	2023	163,6
Mujeres	De 30 a 34 años	Parados	2022	161
Mujeres	De 30 a 34 años	Parados	2021	186,9
Mujeres	De 30 a 34 años	Parados	2020	212,8
Mujeres	De 30 a 34 años	Parados	2019	192,8
Mujeres	De 30 a 34 años	Parados	2018	205,1
Mujeres	De 30 a 34 años	Parados	2017	220,7
Mujeres	De 30 a 34 años	Parados	2016	270,5
Mujeres	De 30 a 34 años	Parados	2015	320,6
Mujeres	De 30 a 34 años	Parados	2014	363,9
Mujeres	De 30 a 34 años	Parados	2013	401,6
Mujeres	De 30 a 34 años	Parados	2012	380,9
Mujeres	De 30 a 34 años	Parados	2011	350,2
Mujeres	De 30 a 34 años	Parados	2010	317,2
Mujeres	De 30 a 34 años	Parados	2009	282,1
Mujeres	De 30 a 34 años	Parados	2008	192,9
Mujeres	De 30 a 34 años	Parados	2007	148,2
Mujeres	De 30 a 34 años	Parados	2006	154,9
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2024	12,2
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2023	14,3
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2022	13,7
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2021	14,3
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2020	13,2
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2019	13
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2018	14,1
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2017	16
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2016	21,4
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2015	23,4
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2014	20,2
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2013	19,6
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2012	16,9
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2011	14
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2010	15,1
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2009	14,6
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2008	8,8
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2007	9,1
Mujeres	De 30 a 34 años	Parados que buscan primer empleo	2006	9,9
Mujeres	De 30 a 34 años	Inactivos	2024	221,3
Mujeres	De 30 a 34 años	Inactivos	2023	196,5
Mujeres	De 30 a 34 años	Inactivos	2022	206,9
Mujeres	De 30 a 34 años	Inactivos	2021	213,4
Mujeres	De 30 a 34 años	Inactivos	2020	239
Mujeres	De 30 a 34 años	Inactivos	2019	215
Mujeres	De 30 a 34 años	Inactivos	2018	224,6
Mujeres	De 30 a 34 años	Inactivos	2017	229,5
Mujeres	De 30 a 34 años	Inactivos	2016	220,7
Mujeres	De 30 a 34 años	Inactivos	2015	207,2
Mujeres	De 30 a 34 años	Inactivos	2014	209,4
Mujeres	De 30 a 34 años	Inactivos	2013	226,3
Mujeres	De 30 a 34 años	Inactivos	2012	258,7
Mujeres	De 30 a 34 años	Inactivos	2011	274,5
Mujeres	De 30 a 34 años	Inactivos	2010	305,3
Mujeres	De 30 a 34 años	Inactivos	2009	334,5
Mujeres	De 30 a 34 años	Inactivos	2008	358,3
Mujeres	De 30 a 34 años	Inactivos	2007	392,2
Mujeres	De 30 a 34 años	Inactivos	2006	404,7
Mujeres	De 35 a 39 años	Total	2024	1.523,9
Mujeres	De 35 a 39 años	Total	2023	1.537,6
Mujeres	De 35 a 39 años	Total	2022	1.550,5
Mujeres	De 35 a 39 años	Total	2021	1.586,6
Mujeres	De 35 a 39 años	Total	2020	1.636,2
Mujeres	De 35 a 39 años	Total	2019	1.691,1
Mujeres	De 35 a 39 años	Total	2018	1.746,1
Mujeres	De 35 a 39 años	Total	2017	1.805
Mujeres	De 35 a 39 años	Total	2016	1.862,5
Mujeres	De 35 a 39 años	Total	2015	1.914
Mujeres	De 35 a 39 años	Total	2014	1.948,5
Mujeres	De 35 a 39 años	Total	2013	1.971,7
Mujeres	De 35 a 39 años	Total	2012	1.979,1
Mujeres	De 35 a 39 años	Total	2011	1.967,3
Mujeres	De 35 a 39 años	Total	2010	1.941,8
Mujeres	De 35 a 39 años	Total	2009	1.912
Mujeres	De 35 a 39 años	Total	2008	1.881,3
Mujeres	De 35 a 39 años	Total	2007	1.843
Mujeres	De 35 a 39 años	Total	2006	1.800
Mujeres	De 35 a 39 años	Activos	2024	1.279,7
Mujeres	De 35 a 39 años	Activos	2023	1.312
Mujeres	De 35 a 39 años	Activos	2022	1.311,2
Mujeres	De 35 a 39 años	Activos	2021	1.340,3
Mujeres	De 35 a 39 años	Activos	2020	1.353,6
Mujeres	De 35 a 39 años	Activos	2019	1.435,6
Mujeres	De 35 a 39 años	Activos	2018	1.474,9
Mujeres	De 35 a 39 años	Activos	2017	1.545
Mujeres	De 35 a 39 años	Activos	2016	1.613,9
Mujeres	De 35 a 39 años	Activos	2015	1.649,1
Mujeres	De 35 a 39 años	Activos	2014	1.675,2
Mujeres	De 35 a 39 años	Activos	2013	1.685,9
Mujeres	De 35 a 39 años	Activos	2012	1.684,4
Mujeres	De 35 a 39 años	Activos	2011	1.640,2
Mujeres	De 35 a 39 años	Activos	2010	1.588,2
Mujeres	De 35 a 39 años	Activos	2009	1.529,4
Mujeres	De 35 a 39 años	Activos	2008	1.449,2
Mujeres	De 35 a 39 años	Activos	2007	1.376,8
Mujeres	De 35 a 39 años	Activos	2006	1.330,6
Mujeres	De 35 a 39 años	Ocupados	2024	1.142,6
Mujeres	De 35 a 39 años	Ocupados	2023	1.143
Mujeres	De 35 a 39 años	Ocupados	2022	1.128,8
Mujeres	De 35 a 39 años	Ocupados	2021	1.134,8
Mujeres	De 35 a 39 años	Ocupados	2020	1.127,8
Mujeres	De 35 a 39 años	Ocupados	2019	1.242,4
Mujeres	De 35 a 39 años	Ocupados	2018	1.256,7
Mujeres	De 35 a 39 años	Ocupados	2017	1.284,9
Mujeres	De 35 a 39 años	Ocupados	2016	1.307,7
Mujeres	De 35 a 39 años	Ocupados	2015	1.308,4
Mujeres	De 35 a 39 años	Ocupados	2014	1.296,4
Mujeres	De 35 a 39 años	Ocupados	2013	1.275,8
Mujeres	De 35 a 39 años	Ocupados	2012	1.301,9
Mujeres	De 35 a 39 años	Ocupados	2011	1.313,1
Mujeres	De 35 a 39 años	Ocupados	2010	1.272,9
Mujeres	De 35 a 39 años	Ocupados	2009	1.275,2
Mujeres	De 35 a 39 años	Ocupados	2008	1.283,9
Mujeres	De 35 a 39 años	Ocupados	2007	1.247,1
Mujeres	De 35 a 39 años	Ocupados	2006	1.198,3
Mujeres	De 35 a 39 años	Parados	2024	137,1
Mujeres	De 35 a 39 años	Parados	2023	169
Mujeres	De 35 a 39 años	Parados	2022	182,3
Mujeres	De 35 a 39 años	Parados	2021	205,6
Mujeres	De 35 a 39 años	Parados	2020	225,8
Mujeres	De 35 a 39 años	Parados	2019	193,2
Mujeres	De 35 a 39 años	Parados	2018	218,1
Mujeres	De 35 a 39 años	Parados	2017	260,1
Mujeres	De 35 a 39 años	Parados	2016	306,2
Mujeres	De 35 a 39 años	Parados	2015	340,7
Mujeres	De 35 a 39 años	Parados	2014	378,8
Mujeres	De 35 a 39 años	Parados	2013	410,1
Mujeres	De 35 a 39 años	Parados	2012	382,5
Mujeres	De 35 a 39 años	Parados	2011	327,2
Mujeres	De 35 a 39 años	Parados	2010	315,3
Mujeres	De 35 a 39 años	Parados	2009	254,3
Mujeres	De 35 a 39 años	Parados	2008	165,4
Mujeres	De 35 a 39 años	Parados	2007	129,8
Mujeres	De 35 a 39 años	Parados	2006	132,4
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2024	6,9
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2023	11,8
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2022	12,5
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2021	11,9
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2020	12,7
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2019	9,8
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2018	12
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2017	10,9
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2016	12,8
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2015	13,3
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2014	15,2
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2013	13,9
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2012	13,3
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2011	14,7
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2010	11,7
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2009	6,6
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2008	7,2
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2007	5,8
Mujeres	De 35 a 39 años	Parados que buscan primer empleo	2006	7,1
Mujeres	De 35 a 39 años	Inactivos	2024	244,2
Mujeres	De 35 a 39 años	Inactivos	2023	225,5
Mujeres	De 35 a 39 años	Inactivos	2022	239,4
Mujeres	De 35 a 39 años	Inactivos	2021	246,3
Mujeres	De 35 a 39 años	Inactivos	2020	282,6
Mujeres	De 35 a 39 años	Inactivos	2019	255,5
Mujeres	De 35 a 39 años	Inactivos	2018	271,2
Mujeres	De 35 a 39 años	Inactivos	2017	260
Mujeres	De 35 a 39 años	Inactivos	2016	248,6
Mujeres	De 35 a 39 años	Inactivos	2015	264,9
Mujeres	De 35 a 39 años	Inactivos	2014	273,3
Mujeres	De 35 a 39 años	Inactivos	2013	285,7
Mujeres	De 35 a 39 años	Inactivos	2012	294,6
Mujeres	De 35 a 39 años	Inactivos	2011	327,1
Mujeres	De 35 a 39 años	Inactivos	2010	353,6
Mujeres	De 35 a 39 años	Inactivos	2009	382,6
Mujeres	De 35 a 39 años	Inactivos	2008	432
Mujeres	De 35 a 39 años	Inactivos	2007	466,2
Mujeres	De 35 a 39 años	Inactivos	2006	469,4
Mujeres	De 40 a 44 años	Total	2024	1.788
Mujeres	De 40 a 44 años	Total	2023	1.835,5
Mujeres	De 40 a 44 años	Total	2022	1.872,2
Mujeres	De 40 a 44 años	Total	2021	1.909
Mujeres	De 40 a 44 años	Total	2020	1.945,2
Mujeres	De 40 a 44 años	Total	2019	1.962,1
Mujeres	De 40 a 44 años	Total	2018	1.958,6
Mujeres	De 40 a 44 años	Total	2017	1.943,8
Mujeres	De 40 a 44 años	Total	2016	1.929,8
Mujeres	De 40 a 44 años	Total	2015	1.912,2
Mujeres	De 40 a 44 años	Total	2014	1.894,7
Mujeres	De 40 a 44 años	Total	2013	1.884
Mujeres	De 40 a 44 años	Total	2012	1.881,1
Mujeres	De 40 a 44 años	Total	2011	1.868,4
Mujeres	De 40 a 44 años	Total	2010	1.850,9
Mujeres	De 40 a 44 años	Total	2009	1.840,4
Mujeres	De 40 a 44 años	Total	2008	1.818,6
Mujeres	De 40 a 44 años	Total	2007	1.776,4
Mujeres	De 40 a 44 años	Total	2006	1.725,6
Mujeres	De 40 a 44 años	Activos	2024	1.524,1
Mujeres	De 40 a 44 años	Activos	2023	1.563
Mujeres	De 40 a 44 años	Activos	2022	1.589,1
Mujeres	De 40 a 44 años	Activos	2021	1.630,4
Mujeres	De 40 a 44 años	Activos	2020	1.625,7
Mujeres	De 40 a 44 años	Activos	2019	1.667,4
Mujeres	De 40 a 44 años	Activos	2018	1.665,8
Mujeres	De 40 a 44 años	Activos	2017	1.654,4
Mujeres	De 40 a 44 años	Activos	2016	1.634
Mujeres	De 40 a 44 años	Activos	2015	1.588,2
Mujeres	De 40 a 44 años	Activos	2014	1.568,3
Mujeres	De 40 a 44 años	Activos	2013	1.552,4
Mujeres	De 40 a 44 años	Activos	2012	1.529,7
Mujeres	De 40 a 44 años	Activos	2011	1.483,1
Mujeres	De 40 a 44 años	Activos	2010	1.437,8
Mujeres	De 40 a 44 años	Activos	2009	1.423,6
Mujeres	De 40 a 44 años	Activos	2008	1.356,7
Mujeres	De 40 a 44 años	Activos	2007	1.294,7
Mujeres	De 40 a 44 años	Activos	2006	1.219,7
Mujeres	De 40 a 44 años	Ocupados	2024	1.356,7
Mujeres	De 40 a 44 años	Ocupados	2023	1.386,1
Mujeres	De 40 a 44 años	Ocupados	2022	1.387
Mujeres	De 40 a 44 años	Ocupados	2021	1.408,4
Mujeres	De 40 a 44 años	Ocupados	2020	1.388,3
Mujeres	De 40 a 44 años	Ocupados	2019	1.434,4
Mujeres	De 40 a 44 años	Ocupados	2018	1.420,6
Mujeres	De 40 a 44 años	Ocupados	2017	1.371,1
Mujeres	De 40 a 44 años	Ocupados	2016	1.328,7
Mujeres	De 40 a 44 años	Ocupados	2015	1.250,3
Mujeres	De 40 a 44 años	Ocupados	2014	1.201,9
Mujeres	De 40 a 44 años	Ocupados	2013	1.181,7
Mujeres	De 40 a 44 años	Ocupados	2012	1.173
Mujeres	De 40 a 44 años	Ocupados	2011	1.184,3
Mujeres	De 40 a 44 años	Ocupados	2010	1.184,2
Mujeres	De 40 a 44 años	Ocupados	2009	1.198,2
Mujeres	De 40 a 44 años	Ocupados	2008	1.192,2
Mujeres	De 40 a 44 años	Ocupados	2007	1.173,9
Mujeres	De 40 a 44 años	Ocupados	2006	1.100,9
Mujeres	De 40 a 44 años	Parados	2024	167,4
Mujeres	De 40 a 44 años	Parados	2023	176,9
Mujeres	De 40 a 44 años	Parados	2022	202
Mujeres	De 40 a 44 años	Parados	2021	221,9
Mujeres	De 40 a 44 años	Parados	2020	237,4
Mujeres	De 40 a 44 años	Parados	2019	233
Mujeres	De 40 a 44 años	Parados	2018	245,1
Mujeres	De 40 a 44 años	Parados	2017	283,3
Mujeres	De 40 a 44 años	Parados	2016	305,4
Mujeres	De 40 a 44 años	Parados	2015	337,8
Mujeres	De 40 a 44 años	Parados	2014	366,4
Mujeres	De 40 a 44 años	Parados	2013	370,7
Mujeres	De 40 a 44 años	Parados	2012	356,8
Mujeres	De 40 a 44 años	Parados	2011	298,8
Mujeres	De 40 a 44 años	Parados	2010	253,6
Mujeres	De 40 a 44 años	Parados	2009	225,4
Mujeres	De 40 a 44 años	Parados	2008	164,5
Mujeres	De 40 a 44 años	Parados	2007	120,8
Mujeres	De 40 a 44 años	Parados	2006	118,8
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2024	8,3
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2023	8,9
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2022	7
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2021	9,5
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2020	5,9
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2019	7,6
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2018	7,4
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2017	8,7
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2016	8,5
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2015	12,5
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2014	11,3
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2013	12,5
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2012	16,4
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2011	10,8
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2010	6,6
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2009	7,5
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2008	7,8
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2007	6,5
Mujeres	De 40 a 44 años	Parados que buscan primer empleo	2006	6,1
Mujeres	De 40 a 44 años	Inactivos	2024	263,9
Mujeres	De 40 a 44 años	Inactivos	2023	272,6
Mujeres	De 40 a 44 años	Inactivos	2022	283,1
Mujeres	De 40 a 44 años	Inactivos	2021	278,7
Mujeres	De 40 a 44 años	Inactivos	2020	319,5
Mujeres	De 40 a 44 años	Inactivos	2019	294,8
Mujeres	De 40 a 44 años	Inactivos	2018	292,8
Mujeres	De 40 a 44 años	Inactivos	2017	289,4
Mujeres	De 40 a 44 años	Inactivos	2016	295,7
Mujeres	De 40 a 44 años	Inactivos	2015	324
Mujeres	De 40 a 44 años	Inactivos	2014	326,3
Mujeres	De 40 a 44 años	Inactivos	2013	331,6
Mujeres	De 40 a 44 años	Inactivos	2012	351,4
Mujeres	De 40 a 44 años	Inactivos	2011	385,3
Mujeres	De 40 a 44 años	Inactivos	2010	413,1
Mujeres	De 40 a 44 años	Inactivos	2009	416,8
Mujeres	De 40 a 44 años	Inactivos	2008	461,8
Mujeres	De 40 a 44 años	Inactivos	2007	481,7
Mujeres	De 40 a 44 años	Inactivos	2006	506
Mujeres	De 45 a 49 años	Total	2024	2.022,8
Mujeres	De 45 a 49 años	Total	2023	2.015,6
Mujeres	De 45 a 49 años	Total	2022	1.985,6
Mujeres	De 45 a 49 años	Total	2021	1.955
Mujeres	De 45 a 49 años	Total	2020	1.932,3
Mujeres	De 45 a 49 años	Total	2019	1.901,2
Mujeres	De 45 a 49 años	Total	2018	1.870,9
Mujeres	De 45 a 49 años	Total	2017	1.852
Mujeres	De 45 a 49 años	Total	2016	1.839,7
Mujeres	De 45 a 49 años	Total	2015	1.828,3
Mujeres	De 45 a 49 años	Total	2014	1.824,2
Mujeres	De 45 a 49 años	Total	2013	1.820
Mujeres	De 45 a 49 años	Total	2012	1.801,3
Mujeres	De 45 a 49 años	Total	2011	1.769,8
Mujeres	De 45 a 49 años	Total	2010	1.738
Mujeres	De 45 a 49 años	Total	2009	1.702,6
Mujeres	De 45 a 49 años	Total	2008	1.661,8
Mujeres	De 45 a 49 años	Total	2007	1.622,2
Mujeres	De 45 a 49 años	Total	2006	1.574,7
Mujeres	De 45 a 49 años	Activos	2024	1.724,3
Mujeres	De 45 a 49 años	Activos	2023	1.698,3
Mujeres	De 45 a 49 años	Activos	2022	1.655,6
Mujeres	De 45 a 49 años	Activos	2021	1.612,4
Mujeres	De 45 a 49 años	Activos	2020	1.558,2
Mujeres	De 45 a 49 años	Activos	2019	1.549,5
Mujeres	De 45 a 49 años	Activos	2018	1.514,2
Mujeres	De 45 a 49 años	Activos	2017	1.488,5
Mujeres	De 45 a 49 años	Activos	2016	1.484,2
Mujeres	De 45 a 49 años	Activos	2015	1.460,7
Mujeres	De 45 a 49 años	Activos	2014	1.438,7
Mujeres	De 45 a 49 años	Activos	2013	1.437
Mujeres	De 45 a 49 años	Activos	2012	1.411,5
Mujeres	De 45 a 49 años	Activos	2011	1.348,5
Mujeres	De 45 a 49 años	Activos	2010	1.306,1
Mujeres	De 45 a 49 años	Activos	2009	1.243,9
Mujeres	De 45 a 49 años	Activos	2008	1.168,7
Mujeres	De 45 a 49 años	Activos	2007	1.103,4
Mujeres	De 45 a 49 años	Activos	2006	1.033,2
Mujeres	De 45 a 49 años	Ocupados	2024	1.543,8
Mujeres	De 45 a 49 años	Ocupados	2023	1.497,8
Mujeres	De 45 a 49 años	Ocupados	2022	1.447,6
Mujeres	De 45 a 49 años	Ocupados	2021	1.375,6
Mujeres	De 45 a 49 años	Ocupados	2020	1.327,8
Mujeres	De 45 a 49 años	Ocupados	2019	1.333,8
Mujeres	De 45 a 49 años	Ocupados	2018	1.282,1
Mujeres	De 45 a 49 años	Ocupados	2017	1.226,1
Mujeres	De 45 a 49 años	Ocupados	2016	1.193,7
Mujeres	De 45 a 49 años	Ocupados	2015	1.127,8
Mujeres	De 45 a 49 años	Ocupados	2014	1.106,2
Mujeres	De 45 a 49 años	Ocupados	2013	1.094,6
Mujeres	De 45 a 49 años	Ocupados	2012	1.098,7
Mujeres	De 45 a 49 años	Ocupados	2011	1.090,6
Mujeres	De 45 a 49 años	Ocupados	2010	1.080,3
Mujeres	De 45 a 49 años	Ocupados	2009	1.060,3
Mujeres	De 45 a 49 años	Ocupados	2008	1.057,6
Mujeres	De 45 a 49 años	Ocupados	2007	1.009,4
Mujeres	De 45 a 49 años	Ocupados	2006	947,4
Mujeres	De 45 a 49 años	Parados	2024	180,4
Mujeres	De 45 a 49 años	Parados	2023	200,5
Mujeres	De 45 a 49 años	Parados	2022	207,9
Mujeres	De 45 a 49 años	Parados	2021	236,7
Mujeres	De 45 a 49 años	Parados	2020	230,5
Mujeres	De 45 a 49 años	Parados	2019	215,7
Mujeres	De 45 a 49 años	Parados	2018	232,1
Mujeres	De 45 a 49 años	Parados	2017	262,4
Mujeres	De 45 a 49 años	Parados	2016	290,4
Mujeres	De 45 a 49 años	Parados	2015	332,9
Mujeres	De 45 a 49 años	Parados	2014	332,5
Mujeres	De 45 a 49 años	Parados	2013	342,4
Mujeres	De 45 a 49 años	Parados	2012	312,7
Mujeres	De 45 a 49 años	Parados	2011	257,9
Mujeres	De 45 a 49 años	Parados	2010	225,8
Mujeres	De 45 a 49 años	Parados	2009	183,6
Mujeres	De 45 a 49 años	Parados	2008	111,1
Mujeres	De 45 a 49 años	Parados	2007	94
Mujeres	De 45 a 49 años	Parados	2006	85,8
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2024	5,1
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2023	5,4
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2022	4,9
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2021	5,7
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2020	6,4
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2019	7,4
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2018	6,1
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2017	7
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2016	11,3
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2015	11,7
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2014	12,4
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2013	12,9
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2012	10,7
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2011	8,5
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2010	9,8
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2009	9
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2008	4,2
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2007	4,6
Mujeres	De 45 a 49 años	Parados que buscan primer empleo	2006	3,6
Mujeres	De 45 a 49 años	Inactivos	2024	298,5
Mujeres	De 45 a 49 años	Inactivos	2023	317,3
Mujeres	De 45 a 49 años	Inactivos	2022	330
Mujeres	De 45 a 49 años	Inactivos	2021	342,6
Mujeres	De 45 a 49 años	Inactivos	2020	374,1
Mujeres	De 45 a 49 años	Inactivos	2019	351,7
Mujeres	De 45 a 49 años	Inactivos	2018	356,7
Mujeres	De 45 a 49 años	Inactivos	2017	363,5
Mujeres	De 45 a 49 años	Inactivos	2016	355,6
Mujeres	De 45 a 49 años	Inactivos	2015	367,6
Mujeres	De 45 a 49 años	Inactivos	2014	385,5
Mujeres	De 45 a 49 años	Inactivos	2013	383
Mujeres	De 45 a 49 años	Inactivos	2012	389,9
Mujeres	De 45 a 49 años	Inactivos	2011	421,3
Mujeres	De 45 a 49 años	Inactivos	2010	431,9
Mujeres	De 45 a 49 años	Inactivos	2009	458,7
Mujeres	De 45 a 49 años	Inactivos	2008	493,1
Mujeres	De 45 a 49 años	Inactivos	2007	518,9
Mujeres	De 45 a 49 años	Inactivos	2006	541,4
Mujeres	De 50 a 54 años	Total	2024	1.942,1
Mujeres	De 50 a 54 años	Total	2023	1.907,9
Mujeres	De 50 a 54 años	Total	2022	1.878,3
Mujeres	De 50 a 54 años	Total	2021	1.855,2
Mujeres	De 50 a 54 años	Total	2020	1.841,5
Mujeres	De 50 a 54 años	Total	2019	1.827,3
Mujeres	De 50 a 54 años	Total	2018	1.808,1
Mujeres	De 50 a 54 años	Total	2017	1.777,6
Mujeres	De 50 a 54 años	Total	2016	1.745,5
Mujeres	De 50 a 54 años	Total	2015	1.717,4
Mujeres	De 50 a 54 años	Total	2014	1.687,8
Mujeres	De 50 a 54 años	Total	2013	1.655,8
Mujeres	De 50 a 54 años	Total	2012	1.632,6
Mujeres	De 50 a 54 años	Total	2011	1.600,7
Mujeres	De 50 a 54 años	Total	2010	1.554,5
Mujeres	De 50 a 54 años	Total	2009	1.500,4
Mujeres	De 50 a 54 años	Total	2008	1.447,1
Mujeres	De 50 a 54 años	Total	2007	1.394,9
Mujeres	De 50 a 54 años	Total	2006	1.345,5
Mujeres	De 50 a 54 años	Activos	2024	1.583,1
Mujeres	De 50 a 54 años	Activos	2023	1.519,4
Mujeres	De 50 a 54 años	Activos	2022	1.472,4
Mujeres	De 50 a 54 años	Activos	2021	1.427,5
Mujeres	De 50 a 54 años	Activos	2020	1.382,9
Mujeres	De 50 a 54 años	Activos	2019	1.407
Mujeres	De 50 a 54 años	Activos	2018	1.352,4
Mujeres	De 50 a 54 años	Activos	2017	1.318,4
Mujeres	De 50 a 54 años	Activos	2016	1.286,7
Mujeres	De 50 a 54 años	Activos	2015	1.262,7
Mujeres	De 50 a 54 años	Activos	2014	1.227,3
Mujeres	De 50 a 54 años	Activos	2013	1.186,2
Mujeres	De 50 a 54 años	Activos	2012	1.149,4
Mujeres	De 50 a 54 años	Activos	2011	1.092,4
Mujeres	De 50 a 54 años	Activos	2010	1.035
Mujeres	De 50 a 54 años	Activos	2009	941,5
Mujeres	De 50 a 54 años	Activos	2008	875,6
Mujeres	De 50 a 54 años	Activos	2007	812,4
Mujeres	De 50 a 54 años	Activos	2006	738,3
Mujeres	De 50 a 54 años	Ocupados	2024	1.409,4
Mujeres	De 50 a 54 años	Ocupados	2023	1.334,1
Mujeres	De 50 a 54 años	Ocupados	2022	1.258,8
Mujeres	De 50 a 54 años	Ocupados	2021	1.214,9
Mujeres	De 50 a 54 años	Ocupados	2020	1.186,3
Mujeres	De 50 a 54 años	Ocupados	2019	1.198,1
Mujeres	De 50 a 54 años	Ocupados	2018	1.141,4
Mujeres	De 50 a 54 años	Ocupados	2017	1.089,4
Mujeres	De 50 a 54 años	Ocupados	2016	1.036,9
Mujeres	De 50 a 54 años	Ocupados	2015	1.010,5
Mujeres	De 50 a 54 años	Ocupados	2014	963,5
Mujeres	De 50 a 54 años	Ocupados	2013	926,5
Mujeres	De 50 a 54 años	Ocupados	2012	920,3
Mujeres	De 50 a 54 años	Ocupados	2011	912,6
Mujeres	De 50 a 54 años	Ocupados	2010	879,5
Mujeres	De 50 a 54 años	Ocupados	2009	808,8
Mujeres	De 50 a 54 años	Ocupados	2008	785,6
Mujeres	De 50 a 54 años	Ocupados	2007	740,7
